asset_path,line,category,evidence
"Assets/_Project/Quests/Dto/QuestSnapshotDto.cs",12,"network-serialization","INetworkSerializable"
"Assets/_Project/Quests/Dto/QuestSnapshotDto.cs",20,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> s) where T : IReaderWriter"
"Assets/_Project/Quests/Dto/QuestSnapshotDto.cs",29,"network-serialization","SerializeValue(ref len);"
"Assets/_Project/Quests/Dto/QuestSnapshotDto.cs",34,"network-serialization","NetworkSerialize(s);"
"Assets/_Project/Quests/Dto/QuestSnapshotDto.cs",42,"network-serialization","SerializeValue(ref len);"
"Assets/_Project/Quests/Dto/QuestSnapshotDto.cs",47,"network-serialization","SerializeValue(ref v);"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",9,"network-serialization","INetworkSerializable"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",14,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> s) where T : IReaderWriter"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",17,"network-serialization","SerializeValue(ref len);"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",22,"network-serialization","NetworkSerialize(s);"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",27,"network-serialization","SerializeValue(ref knownLen);"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",32,"network-serialization","SerializeValue(ref val);"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",38,"network-serialization","INetworkSerializable"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",43,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> s) where T : IReaderWriter"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",45,"network-serialization","SerializeValue(ref faction);"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",46,"network-serialization","SerializeValue(ref value);"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",50,"network-serialization","INetworkSerializable"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",55,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> s) where T : IReaderWriter"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",58,"network-serialization","SerializeValue(ref len);"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",63,"network-serialization","NetworkSerialize(s);"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",68,"network-serialization","SerializeValue(ref knownLen);"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",73,"network-serialization","SerializeValue(ref val);"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",79,"network-serialization","INetworkSerializable"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",84,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> s) where T : IReaderWriter"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",86,"network-serialization","SerializeValue(ref npcId);"
"Assets/_Project/Quests/Dto/ReputationSnapshotDto.cs",87,"network-serialization","SerializeValue(ref value);"
"Assets/_Project/Quests/Editor/GraphNodes.cs",334,"spatial-member","private Vector2 _scroll;"
"Assets/_Project/Quests/Editor/QuestDatabaseWindow.cs",111,"position-access","style.position = Position.Absolute;"
"Assets/_Project/Quests/Editor/QuestGraphView.cs",23,"spatial-member","private Vector2 _contentOffset = Vector2.zero;"
"Assets/_Project/Quests/Editor/QuestGraphView.cs",28,"spatial-member","private Vector2 _panStart;"
"Assets/_Project/Quests/Editor/QuestGraphView.cs",31,"spatial-member","private Vector2 _dragOffset;"
"Assets/_Project/Quests/Editor/QuestGraphView.cs",380,"spatial-member","private Vector2 ToScreen(Vector2 world)"
"Assets/_Project/Quests/Editor/QuestGraphView.cs",48,"position-access","style.position = Position.Absolute;"
"Assets/_Project/Quests/Editor/QuestGraphView.cs",81,"position-access","layout.position;"
"Assets/_Project/Quests/Editor/QuestGraphView.cs",151,"position-access","style.position = Position.Absolute;"
"Assets/_Project/Quests/Editor/QuestGraphWindow.cs",87,"position-access","style.position = Position.Absolute;"
"Assets/_Project/Quests/Editor/QuestNodeGraphView.cs",839,"position-access","newPos.position;"
"Assets/_Project/Quests/Editor/UnifiedQuestGraphView.cs",487,"position-access","style.position = Position.Absolute; _status.style.bottom = 4; _status.style.left = 6;"
"Assets/_Project/Quests/Network/QuestServer.cs",431,"spatial-member","private Vector3 GetPlayerPosition(ulong clientId)"
"Assets/_Project/Quests/Network/QuestServer.cs",435,"position-access","transform.position;"
"Assets/_Project/Quests/Network/QuestServer.cs",502,"position-access","transform.position, playerPos):F2}m, max={npcCtrl.InteractionDistance:F2}m) — rejected"");"
"Assets/_Project/Quests/NpcController.cs",73,"position-access","transform.localPosition = new Vector3(0, 0.5f, 0);"
"Assets/_Project/Quests/NpcController.cs",91,"position-access","transform.localPosition = new Vector3(0, 2.0f, 0);"
"Assets/_Project/Quests/NpcController.cs",152,"position-access","transform.position, playerPosition) <= interactionDistance;"
"Assets/_Project/Quests/NpcController.cs",159,"position-access","transform.position, interactionDistance);"
"Assets/_Project/Quests/Quests/QuestObjective.cs",58,"spatial-member","public Vector3 targetPosition = Vector3.zero;"
"Assets/_Project/Quests/UI/DialogWindow.cs",223,"position-access","style.position = Position.Absolute;"
"Assets/_Project/Quests/UI/QuestToast.cs",97,"position-access","style.position = Position.Absolute;"
"Assets/_Project/Quests/UI/QuestToast.cs",49,"lifecycle-placement","DontDestroyOnLoad(gameObject);"
"Assets/_Project/Quests/UI/QuestTracker.cs",144,"position-access","style.position = Position.Absolute;"
"Assets/_Project/Quests/UI/QuestTracker.cs",84,"lifecycle-placement","DontDestroyOnLoad(gameObject);"
"Assets/_Project/Reputation/NpcAttitudeClientState.cs",45,"lifecycle-placement","DontDestroyOnLoad(gameObject);"
"Assets/_Project/Reputation/ReputationClientState.cs",45,"lifecycle-placement","DontDestroyOnLoad(gameObject);"
"Assets/_Project/Scripts/AI/CoverPoint.cs",48,"physics-query","Physics.OverlapSphere(transform.position + standOffset, occupyRadius);"
"Assets/_Project/Scripts/AI/CoverPoint.cs",34,"spatial-member","public Vector3 standOffset = Vector3.zero;"
"Assets/_Project/Scripts/AI/CoverPoint.cs",37,"spatial-member","public Vector3 lookDirection = Vector3.forward;"
"Assets/_Project/Scripts/AI/CoverPoint.cs",62,"spatial-member","public Vector3 StandPosition => transform.position + transform.TransformDirection(standOffset);"
"Assets/_Project/Scripts/AI/CoverPoint.cs",65,"spatial-member","public Vector3 LookDirectionWorld => transform.TransformDirection(lookDirection.normalized);"
"Assets/_Project/Scripts/AI/CoverPoint.cs",48,"position-access","transform.position + standOffset, occupyRadius);"
"Assets/_Project/Scripts/AI/CoverPoint.cs",62,"position-access","transform.position + transform.TransformDirection(standOffset);"
"Assets/_Project/Scripts/AI/CoverPoint.cs",80,"position-access","transform.position + transform.TransformDirection(standOffset);"
"Assets/_Project/Scripts/AI/CoverPoint.cs",85,"position-access","transform.position, standPos);"
"Assets/_Project/Scripts/AI/CoverPoint.cs",94,"position-access","transform.position, 0.15f);"
"Assets/_Project/Scripts/AI/NpcBrain.cs",20,"navigation","NavMeshAgent (server-authoritative, replicates via NetworkTransform)."
"Assets/_Project/Scripts/AI/NpcBrain.cs",54,"navigation","NavMeshAgent))]"
"Assets/_Project/Scripts/AI/NpcBrain.cs",127,"navigation","NavMeshAgent при патруле/chase."")]"
"Assets/_Project/Scripts/AI/NpcBrain.cs",131,"navigation","NavMeshAgent (0.5-1.0)."")]"
"Assets/_Project/Scripts/AI/NpcBrain.cs",182,"navigation","NavMeshAgent _agent;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",199,"navigation","NavMeshAgent _proxyAgent;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",354,"navigation","NavMeshAgent.updatePosition"
"Assets/_Project/Scripts/AI/NpcBrain.cs",370,"navigation","NavMeshAgent>();"
"Assets/_Project/Scripts/AI/NpcBrain.cs",640,"navigation","NavMeshAgent если нет зарегистрированного навмеша палубы."
"Assets/_Project/Scripts/AI/NpcBrain.cs",641,"navigation","NavMeshAgent.AddComponent при отсутствии навмеша спамит ""no valid NavMesh""."
"Assets/_Project/Scripts/AI/NpcBrain.cs",647,"navigation","NavMeshAgent>();"
"Assets/_Project/Scripts/AI/NpcBrain.cs",675,"navigation","NavMesh.SamplePosition(navPos, out hit, radii[i], NavMesh.AllAreas))"
"Assets/_Project/Scripts/AI/NpcBrain.cs",691,"navigation","NavMesh.SamplePosition(navPos, out probe, _deckNavWarnProbeRadius, NavMesh.AllAreas))"
"Assets/_Project/Scripts/AI/NpcBrain.cs",185,"spatial-member","private Vector3 _spawnPoint;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",193,"spatial-member","private Vector3 _rideLastPos;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",202,"spatial-member","private Vector3 _proxyLastPos;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",314,"spatial-member","public Vector3 SpawnPoint => _spawnPoint;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",1041,"spatial-member","private Vector3 CalculateThrowTarget(float throwRange)"
"Assets/_Project/Scripts/AI/NpcBrain.cs",279,"position-access","_ridePlatform.position;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",372,"position-access","transform.position;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",552,"position-access","transform.position + Vector3.up * _platformProbeUp;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",569,"position-access","platform.position;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",575,"position-access","transform.position, _rideLastPos, _rideLastRot, _carryYaw, out float deltaYaw);"
"Assets/_Project/Scripts/AI/NpcBrain.cs",577,"position-access","transform.position += deltaPos;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",581,"position-access","platform.position;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",588,"position-access","platform.position;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",634,"position-access","transform.position);"
"Assets/_Project/Scripts/AI/NpcBrain.cs",667,"position-access","transform.localPosition : _deckNav.WorldToDeckLocal(transform.position);"
"Assets/_Project/Scripts/AI/NpcBrain.cs",684,"position-access","hit.position);"
"Assets/_Project/Scripts/AI/NpcBrain.cs",692,"position-access","probe.position);"
"Assets/_Project/Scripts/AI/NpcBrain.cs",698,"position-access","transform.position;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",719,"position-access","transform.position - _proxyLastPos;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",720,"position-access","transform.position;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",724,"position-access","transform.localPosition += proxyDelta;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",735,"position-access","transform.position += worldDelta;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",772,"position-access","transform.position - fromPosition).normalized;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",773,"position-access","transform.position + fleeDir * _forceFleeDistance;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",804,"position-access","transform.position, _spawnPoint);"
"Assets/_Project/Scripts/AI/NpcBrain.cs",866,"position-access","transform.position, _aggroTarget.GetPosition()) > aggroRange) { _aggroTarget = null; return; }"
"Assets/_Project/Scripts/AI/NpcBrain.cs",882,"position-access","transform.position, targetPos);"
"Assets/_Project/Scripts/AI/NpcBrain.cs",921,"position-access","transform.position, _aggroTarget.GetPosition());"
"Assets/_Project/Scripts/AI/NpcBrain.cs",985,"position-access","transform.position, targetPoint,"
"Assets/_Project/Scripts/AI/NpcBrain.cs",996,"position-access","transform.position, targetPoint) / _throwArcSpeed;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",998,"position-access","transform.position, targetPoint, flightTime,"
"Assets/_Project/Scripts/AI/NpcBrain.cs",1030,"position-access","transform.position + Vector3.up * 1.2f);"
"Assets/_Project/Scripts/AI/NpcBrain.cs",1043,"position-access","transform.position;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",1279,"position-access","transform.position - transform.position).sqrMagnitude;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",1293,"position-access","transform.position;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",1303,"position-access","transform.position - myPos).sqrMagnitude;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",1318,"position-access","transform.position - myPos).sqrMagnitude;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",1339,"position-access","transform.position;"
"Assets/_Project/Scripts/AI/NpcBrain.cs",709,"point-conversion","InverseTransformPoint(_aggroTarget.GetPosition())"
"Assets/_Project/Scripts/AI/NpcBrain.cs",177,"lifecycle-placement","TrySetParent (надёжнее carry). Fallback — carry без NetworkObject."")]"
"Assets/_Project/Scripts/AI/NpcBrain.cs",272,"lifecycle-placement","TrySetParent(_explicitShipNetworkObject, true);"
"Assets/_Project/Scripts/AI/NpcBrain.cs",603,"lifecycle-placement","TrySetParent(shipNo, true);"
"Assets/_Project/Scripts/AI/NpcBrain.cs",623,"lifecycle-placement","TrySetParent((Transform)null, true);"
"Assets/_Project/Scripts/AI/NpcGroupController.cs",359,"navigation","NavMeshAgent agent = m.GetComponent<UnityEngine.AI.NavMeshAgent>();"
"Assets/_Project/Scripts/AI/NpcGroupController.cs",387,"navigation","NavMeshAgent agent = m.GetComponent<UnityEngine.AI.NavMeshAgent>();"
"Assets/_Project/Scripts/AI/NpcGroupController.cs",430,"navigation","NavMeshAgent agent = m.GetComponent<UnityEngine.AI.NavMeshAgent>();"
"Assets/_Project/Scripts/AI/NpcGroupController.cs",460,"spatial-member","private Vector3 GetGroupCenter()"
"Assets/_Project/Scripts/AI/NpcGroupController.cs",139,"position-access","transform.position, member.transform.position);"
"Assets/_Project/Scripts/AI/NpcGroupController.cs",235,"position-access","transform.position, member.transform.position);"
"Assets/_Project/Scripts/AI/NpcGroupController.cs",466,"position-access","transform.position; count++; }"
"Assets/_Project/Scripts/AI/NpcGroupController.cs",468,"position-access","transform.position;"
"Assets/_Project/Scripts/AI/NpcLootPickup.cs",52,"spatial-member","private Vector3 _startPosition;"
"Assets/_Project/Scripts/AI/NpcLootPickup.cs",72,"spatial-member","public Vector3 Position => transform.position;"
"Assets/_Project/Scripts/AI/NpcLootPickup.cs",72,"position-access","transform.position;"
"Assets/_Project/Scripts/AI/NpcLootPickup.cs",77,"position-access","transform.position;"
"Assets/_Project/Scripts/AI/NpcLootPickup.cs",108,"position-access","transform.position (carry сам двигает за палубой)."
"Assets/_Project/Scripts/AI/NpcLootPickup.cs",114,"position-access","transform.position = _deckRide.WorldBasePosition + bob;"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",1031,"physics-query","Physics.Raycast(checkPos + Vector3.up * coverRaycastUp, Vector3.down, out RaycastHit groundHit, coverThreatFwdDistance, ~0, QueryTriggerInteraction.Ignore))"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",1034,"physics-query","Physics.Raycast(groundHit.point, toThreat.normalized, out RaycastHit wallHit, toThreat.magnitude, ~0, QueryTriggerInteraction.Ignore))"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",152,"navigation","NavMeshAgent _agent;"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",201,"navigation","NavMeshAgent>();"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",759,"navigation","NavMesh.SamplePosition(cand, out NavMeshHit hit, wanderRadius, NavMesh.AllAreas))"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",1036,"navigation","NavMesh.SamplePosition(groundHit.point, out NavMeshHit navHit, coverNavSampleRadius, NavMesh.AllAreas))"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",164,"spatial-member","private Vector3 _wanderTarget;"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",168,"spatial-member","private Vector3 _fleeTarget;"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",379,"spatial-member","private Vector3 FindNearestAlly()"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",1022,"spatial-member","private Vector3? AutoDetectCover()"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",271,"position-access","transform.position, o.transform.position);"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",303,"position-access","transform.position, client.PlayerObject.transform.position);"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",326,"position-access","transform.position, client.PlayerObject.transform.position) <= _brain.aggroRange)"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",345,"position-access","transform.position, _fleeTarget) < 2f)"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",358,"position-access","transform.position;"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",360,"position-access","transform.position, threatPos))"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",364,"position-access","transform.position - threatPos).normalized;"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",365,"position-access","transform.position + fleeDir * fleeStraightDistance;"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",387,"position-access","transform.position - transform.position).sqrMagnitude;"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",388,"position-access","transform.position; }"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",464,"position-access","anchor.position);"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",492,"position-access","transform.position, _socializePartner.transform.position) > socializeSearchRadius)"
"Assets/_Project/Scripts/AI/NpcSocialBrain.cs",496,"position-access","transform.position + _socializePartner.transform.position) * 0.5f;"
